time,open,close,high,low,volume,turnover
2022-01-01 02:27:00,46837.2,46848.4,46848.5,46826.8,1.64639021,77113.673972463
2022-01-01 02:28:00,46848.5,46865.3,46865.3,46848.4,0.41432949,19414.119399372
2022-01-01 02:29:00,46865.3,46823.9,46865.3,46823.8,1.28088054,60014.108486439
2022-01-01 02:30:00,46823.8,46818.7,46823.9,46818.7,0.12062208,5647.644878414
2022-01-01 02:31:00,46818.4,46806.4,46818.5,46803.9,1.61063334,75398.04524564
2022-01-01 02:32:00,46806.4,46784.5,46806.4,46784.5,1.94988599,91253.862991434
2022-01-01 02:33:00,46784.5,46798.2,46805.2,46784.5,1.21102339,56673.332112817
2022-01-01 02:34:00,46789.9,46790.5,46795.5,46783.2,0.57948225,27112.190360366
2022-01-01 02:35:00,46790.5,46797.1,46846,46785.4,10.89405927,509960.480697074
2022-01-01 02:36:00,46797,46755.5,46797.1,46736.4,4.95374637,231647.280435547
2022-01-01 02:37:00,46755.4,46739.4,46755.5,46727.2,2.93890352,137376.176112687
2022-01-01 02:38:00,46739.4,46730.9,46739.5,46724.7,6.18942622,289249.600150696
2022-01-01 02:39:00,46730.8,46757.8,46763.6,46729.5,4.40731149,206030.45846391
2022-01-01 02:40:00,46757.8,46766.9,46771.3,46757.3,1.76318524,82455.233432226
2022-01-01 02:41:00,46766.9,46781.9,46782,46763.6,1.31624558,61566.16776687
2022-01-01 02:42:00,46781.9,46787.5,46787.6,46770,1.96116825,91734.862416785
2022-01-01 02:43:00,46787.6,46798.6,46798.6,46787.6,0.33604677,15726.176498672
2022-01-01 02:44:00,46798.5,46771.4,46798.6,46767.6,1.96890779,92103.043007092
2022-01-01 02:45:00,46771.4,46793.9,46794.3,46771.4,2.36300796,110544.533482617
2022-01-01 02:46:00,46793.9,46802.7,46802.7,46793.9,0.4805575,22489.714440351
2022-01-01 02:47:00,46804.4,46829.3,46832.5,46804.4,0.78613451,36810.436484249
2022-01-01 02:48:00,46824.8,46805,46824.8,46804.9,1.08149597,50628.213007548
2022-01-01 02:49:00,46804.9,46800.1,46805,46800,2.3059981,107927.069094277
2022-01-01 02:50:00,46800,46784.8,46800.1,46775,2.30786157,107978.154659518
2022-01-01 02:51:00,46788.5,46815.2,46824.5,46788.5,2.07272517,97027.619289395
2022-01-01 02:52:00,46815.2,46813.8,46825,46813.6,0.99445839,46560.757497412
2022-01-01 02:53:00,46813.8,46822.5,46822.5,46813.7,0.50293034,23544.380616592
2022-01-01 02:54:00,46822.5,46821.3,46830.9,46821.3,0.67740964,31722.100063151
2022-01-01 02:55:00,46821.3,46844.7,46848.8,46821.3,6.33263333,296614.483253529
2022-01-01 02:56:00,46844.7,46852.5,46852.6,46831.5,0.73025606,34201.570029051
2022-01-01 02:57:00,46852.6,46768.8,46854,46768.8,3.10751588,145475.018659875
2022-01-01 02:58:00,46768.8,46789.7,46789.7,46767.6,2.10199289,98314.390089719
2022-01-01 02:59:00,46789.6,46802.7,46819.2,46789.6,2.46738807,115495.775161749
2022-01-01 03:00:00,46802.7,46804.5,46811.3,46799.8,1.46840375,68727.312595699
2022-01-01 03:01:00,46804.4,46800.3,46817.8,46800.3,1.5849335,74193.901560458
2022-01-01 03:02:00,46800.3,46780.7,46811.7,46780.6,1.4460907,67685.6888474
2022-01-01 03:03:00,46780.7,46762.2,46780.7,46757.9,3.12235628,146017.773167194
2022-01-01 03:04:00,46762.2,46783.6,46790.9,46761.7,2.10133532,98297.439240063
2022-01-01 03:05:00,46783.5,46776.2,46785.8,46775,3.01182947,140898.003640925
2022-01-01 03:06:00,46776.3,46798.7,46798.7,46776.2,2.56414869,119959.83540397
2022-01-01 03:07:00,46798.7,46809.4,46817.4,46798.6,1.45412511,68069.789808333
2022-01-01 03:08:00,46814.8,46798.5,46814.8,46798.4,0.74042753,34660.864816677
2022-01-01 03:09:00,46798.5,46829.7,46938.5,46785.7,32.36915162,1516761.23578194
2022-01-01 03:10:00,46829.7,46844.3,46849.7,46829.7,3.4767169,162846.053855764
2022-01-01 03:11:00,46844.5,46815.8,46844.5,46815.7,0.19109316,8949.139009859
2022-01-01 03:12:00,46815.8,46829.2,46829.3,46810.5,0.67679608,31685.363302802
2022-01-01 03:13:00,46829.2,46810.8,46834.4,46810.7,0.76678052,35908.333940276
2022-01-01 03:14:00,46810.7,46822.8,46833.9,46809.5,1.51899622,71119.656048988
2022-01-01 03:15:00,46822.7,46840.8,46846.2,46804.7,1.96573701,92041.724477211
2022-01-01 03:16:00,46840.8,46883.5,46883.6,46840.8,2.27440087,106576.303297899
2022-01-01 03:17:00,46883.5,46889.1,46895.9,46883.5,2.88215577,135140.029887325
2022-01-01 03:18:00,46890.2,46881.9,46890.2,46881.9,0.79803096,37415.886930477
2022-01-01 03:19:00,46881.9,46890,46902.3,46881.9,3.26713246,153203.27727323
2022-01-01 03:20:00,46890,46853.3,46890.1,46853.3,0.86416951,40508.21700673
2022-01-01 03:21:00,46853.3,46866.2,46868.7,46853.3,2.19775219,102988.74304188
2022-01-01 03:22:00,46866.3,46855,46866.3,46846.7,1.26496337,59266.42479787
2022-01-01 03:23:00,46854.9,46805.1,46854.9,46805,2.32676789,108957.066588794
2022-01-01 03:24:00,46805,46792.4,46807.2,46775.8,3.46159637,161978.147098969
2022-01-01 03:25:00,46792.4,46808.1,46819.7,46792.4,5.37889851,251796.496684368
2022-01-01 03:26:00,46808.1,46805.9,46808.1,46793.4,1.8977234,88810.828649147
2022-01-01 03:27:00,46805.8,46802.2,46805.8,46792.8,2.44531069,114442.617754094
2022-01-01 03:28:00,46800.1,46817.4,46828.5,46800,3.93335741,184146.382746887
2022-01-01 03:29:00,46817.4,46810.1,46831.7,46810.1,2.8691894,134348.973697815
2022-01-01 03:30:00,46810.1,46835.2,46845.2,46808.1,1.79366681,83986.609844754
2022-01-01 03:31:00,46835.1,46820.1,46835.2,46817.4,2.25301252,105485.307932219
2022-01-01 03:32:00,46820.1,46820,46821.9,46820,11.14224523,521681.844095032
2022-01-01 03:33:00,46820,46853.8,46864.6,46820,9.92631045,464813.591287994
2022-01-01 03:34:00,46853.7,46853.3,46857.8,46849.2,1.63206109,76468.672332441
2022-01-01 03:35:00,46853.2,46845.6,46853.3,46831.8,2.53781301,118874.545790199
2022-01-01 03:36:00,46850.2,46865.2,46865.3,46850.2,0.51668566,24210.77510097
2022-01-01 03:37:00,46865.3,46861.2,46865.3,46858.1,0.88027612,41252.197901691
2022-01-01 03:38:00,46861.1,46830.5,46861.1,46830.4,2.64374898,123873.087186526
2022-01-01 03:39:00,46830.5,46845.5,46853.1,46830.4,1.60787524,75314.166631288
2022-01-01 03:40:00,46845.4,46847.2,46847.3,46836.9,1.51483022,70955.055188868
2022-01-01 03:41:00,46847.3,46868.2,46889.7,46847.2,12.49100256,585340.927958626
2022-01-01 03:42:00,46868.2,46870.1,46882.1,46864.7,1.5475925,72544.543463453
2022-01-01 03:43:00,46870.1,46887.3,46898.1,46869.9,3.52493684,165268.126749776
2022-01-01 03:44:00,46887.4,46864.6,46887.4,46864.5,0.83816897,39296.221810039
2022-01-01 03:45:00,46864.6,46885.2,46889.3,46864.5,4.7815325,224162.35741114
2022-01-01 03:46:00,46885.2,46885.2,46892.5,46885.1,1.07787515,50541.298136741
2022-01-01 03:47:00,46885.3,46865,46885.3,46864.2,0.70085091,32850.2927369
2022-01-01 03:48:00,46865,46857.5,46867,46855.1,1.41033741,66090.375774304
2022-01-01 03:49:00,46857.5,46824.8,46865.2,46824.8,0.75202137,35235.782029621
2022-01-01 03:50:00,46824.8,46820,46824.9,46820,1.57070305,73540.886576302
2022-01-01 03:51:00,46820.1,46820,46820.1,46820,0.26528389,12420.610767278
2022-01-01 03:52:00,46820.1,46820.1,46832.1,46820,7.57705471,354761.630101088
2022-01-01 03:53:00,46820.1,46852.5,46852.6,46820.1,1.91671207,89754.903866207
2022-01-01 03:54:00,46852.6,46866.2,46867.1,46849.5,2.72565526,127720.568397968
2022-01-01 03:55:00,46866.1,46853.6,46866.5,46843,2.11622855,99156.496388952
2022-01-01 03:56:00,46853.5,46855.7,46855.8,46853.5,0.62619094,29339.488628877
2022-01-01 03:57:00,46855.8,46822.1,46855.8,46820.6,3.81659189,178741.466401768
2022-01-01 03:58:00,46822.2,46821.4,46822.2,46821.3,0.77395617,36238.079729666
2022-01-01 03:59:00,46821.4,46820.1,46821.4,46820,23.96788737,1122176.67997637
2022-01-01 04:00:00,46820,46844,46844.1,46820,5.23838101,245305.722117676
2022-01-01 04:01:00,46847,46844.5,46851.4,46843,0.87407636,40950.842215244
2022-01-01 04:02:00,46844.5,46844.4,46851.6,46844.4,2.13074351,99825.439860154
2022-01-01 04:03:00,46844.5,46849.2,46849.3,46840.4,1.15564723,54135.598401701
2022-01-01 04:04:00,46849.2,46871,46871,46849.2,6.05562668,283733.4825336
2022-01-01 04:05:00,46871,46884,46884.1,46870.9,2.1081444,98816.878833709
2022-01-01 04:06:00,46884.1,46842.6,46884.1,46842.6,2.49994653,117159.711472392
2022-01-01 04:07:00,46843.7,46860.3,46861.4,46843.7,2.44411134,114514.734800549
2022-01-01 04:08:00,46860.2,46842.9,46860.3,46842.9,0.87469117,40983.555739811
2022-01-01 04:09:00,46843,46838.6,46860.1,46838.6,2.64745964,124038.31092974
2022-01-01 04:10:00,46838.6,46846.2,46846.3,46830.5,1.93338992,90554.801493667
2022-01-01 04:11:00,46846.2,46848,46848,46846.2,0.18573524,8701.266483551
2022-01-01 04:12:00,46847.9,46804.9,46848.2,46804.8,5.62127137,263222.027629207
2022-01-01 04:13:00,46804.8,46787.6,46820,46774.2,5.05070463,236354.514062755
2022-01-01 04:14:00,46787.6,46653.6,46787.6,46635.4,21.55528184,1006060.26097217
2022-01-01 04:15:00,46653.6,46674.5,46705.5,46651,16.79592288,783875.148653031
2022-01-01 04:16:00,46674.5,46663.9,46702.7,46636.6,29.40403749,1372257.03388287
2022-01-01 04:17:00,46664,46645.7,46679.6,46645.7,4.31204635,201227.054387692
2022-01-01 04:18:00,46645.7,46625.1,46645.7,46621.7,7.02953272,327755.047680274
2022-01-01 04:19:00,46625,46625,46625.1,46625,0.79271465,36960.36795766
2022-01-01 04:20:00,46625,46676.5,46676.5,46625,5.31267796,247853.404077289
2022-01-01 04:21:00,46676.4,46658.3,46681.2,46651.2,2.50812564,117052.23578232
2022-01-01 04:22:00,46658.3,46693.6,46694.6,46658.3,1.70204987,79460.439361868
2022-01-01 04:23:00,46688.9,46659.1,46688.9,46640.7,2.15834518,100700.164658072
2022-01-01 04:24:00,46659.2,46659.5,46671.2,46645.2,1.42280947,66387.629167645
2022-01-01 04:25:00,46659.5,46677.7,46693.4,46659.4,2.40731887,112369.809527169
2022-01-01 04:26:00,46679.8,46697.5,46704.3,46679.7,2.0669144,96509.139389143
2022-01-01 04:27:00,46697.5,46689.3,46704,46681.7,2.97862354,139089.222384689
2022-01-01 04:28:00,46689.3,46711.5,46711.6,46689.3,1.70033958,79410.06095926
2022-01-01 04:29:00,46711.6,46705.1,46711.6,46705,1.03284737,48242.269791512
2022-01-01 04:30:00,46705.1,46679.9,46705.1,46679.8,2.42282978,113141.524305915
2022-01-01 04:31:00,46679.9,46671.5,46697,46671.5,3.27472728,152878.014431253
2022-01-01 04:32:00,46671.5,46687.3,46687.5,46656.4,2.05056897,95700.555878049
2022-01-01 04:33:00,46687.3,46680.1,46687.3,46680,0.40586619,18946.184597564
2022-01-01 04:34:00,46680,46664,46680.1,46664,0.51142831,23872.919618767
2022-01-01 04:35:00,46664,46643.3,46664.1,46634.2,3.6155973,168669.640929837
2022-01-01 04:36:00,46643.3,46648.8,46665.4,46643.2,2.96921027,138530.427465181
2022-01-01 04:37:00,46648.8,46652.5,46662.4,46647.3,1.40705718,65643.532863871
2022-01-01 04:38:00,46652.5,46668.6,46668.7,46648.7,2.32204453,108333.10537654
2022-01-01 04:39:00,46668.6,46686.3,46696.1,46668.6,3.08532752,144026.253528367
2022-01-01 04:40:00,46686.3,46711.4,46711.4,46664.6,9.47594542,442480.296083445
2022-01-01 04:41:00,46711.4,46727.4,46732.9,46700.7,2.91452074,136154.176831164
2022-01-01 04:42:00,46727.4,46737.4,46737.5,46726.2,2.52567648,118027.809219261
2022-01-01 04:43:00,46737.4,46743.9,46756.7,46737.4,1.98397189,92738.589736087
2022-01-01 04:44:00,46743.9,46722.9,46747.3,46722.9,2.00545586,93727.329450747
2022-01-01 04:45:00,46723,46774.6,46775.1,46720,5.84909469,273445.211479013
2022-01-01 04:46:00,46774.7,46760.3,46780,46751.8,3.54669917,165868.764874982
2022-01-01 04:47:00,46760.4,46781.9,46786,46760.3,2.01929484,94448.815037695
2022-01-01 04:48:00,46781.9,46763.3,46782,46756.8,1.01917226,47657.947574738
2022-01-01 04:49:00,46763.4,46817,46817,46763.3,0.50520102,23632.440818084
2022-01-01 04:50:00,46817.3,46809.6,46827.4,46794.8,2.46773929,115524.84544381
2022-01-01 04:51:00,46809.7,46827.1,46827.1,46790.2,3.11658249,145870.466613504
2022-01-01 04:52:00,46827.1,46815.4,46827.1,46811.1,1.88369802,88193.500714337
2022-01-01 04:53:00,46815.4,46815.1,46824.2,46800.7,2.94257722,137759.893582277
2022-01-01 04:54:00,46815.1,46793.1,46815.5,46793,0.96526305,45187.470813124
2022-01-01 04:55:00,46793.1,46776.3,46793.1,46766.3,2.6193896,122516.171513235
2022-01-01 04:56:00,46776.4,46756.9,46776.4,46744.8,0.7855437,36725.004208255
2022-01-01 04:57:00,46757,46715.3,46757,46715.2,1.76559985,82531.138323618
2022-01-01 04:58:00,46715.2,46719,46726.5,46715.2,0.78240066,36552.859615602
2022-01-01 04:59:00,46718.9,46710.2,46719,46701.1,1.29444088,60460.148562429
2022-01-01 05:00:00,46710.2,46730.3,46730.3,46695.4,3.9683051,185356.466501546
2022-01-01 05:01:00,46730.4,46729.2,46735.3,46719.4,1.34164664,62693.286382123
2022-01-01 05:02:00,46729.2,46718.6,46729.2,46708.2,1.18053832,55148.777060066
2022-01-01 05:03:00,46718.5,46705.1,46718.6,46701.2,1.74425318,81477.760908651
2022-01-01 05:04:00,46705.3,46694.7,46709.3,46694.7,1.885284,88044.338948338
2022-01-01 05:05:00,46694.7,46671.9,46694.7,46671.9,1.30886168,61103.366138253
2022-01-01 05:06:00,46672,46678.2,46678.2,46671.9,1.15407078,53868.054010264
2022-01-01 05:07:00,46678.2,46696.1,46706.8,46678.1,2.33276106,108909.449040762
2022-01-01 05:08:00,46696,46696.1,46696.1,46696,0.12189402,5691.969536278
